iter	RMSE
150	1760.535572
151	1760.005088
152	1759.532831
153	1758.667781
154	1757.792266
155	1757.258665
156	1756.447484
157	1756.000052
158	1754.943288
159	1754.209061
160	1753.747145
161	1752.463864
162	1751.300104
163	1750.84135
164	1750.007097
165	1749.168381
166	1748.254322
167	1747.205535
168	1746.342889
169	1745.260554
170	1744.172117
171	1743.397379
172	1743.006209
173	1742.556175
174	1741.734746
175	1741.420577
176	1740.945907
177	1740.145422
178	1739.799825
179	1739.176488
180	1738.310011
181	1737.768419
182	1736.757638
183	1735.99013
184	1735.370963
185	1734.768745
186	1734.272442
187	1734.014129
188	1733.321421
189	1732.264341
190	1731.301571
191	1730.911762
192	1730.58976
193	1730.202576
194	1729.888569
195	1729.380304
196	1728.659162
197	1727.977314
198	1727.311151
199	1726.59442
200	1725.910567
201	1725.601451
202	1725.249722
203	1724.572903
204	1723.806621
205	1723.336196
206	1722.73407
207	1722.339294
208	1721.998211
209	1721.380103
210	1720.630869
211	1720.040866
212	1719.784865
213	1719.248156
214	1718.783391
215	1718.329626
216	1717.780497
217	1716.915268
218	1716.412121
219	1716.043051
220	1715.904235
221	1715.422491
222	1715.321251
223	1714.840315
224	1714.125152
225	1713.538671
226	1712.967814
227	1712.390074
228	1711.693074
229	1711.484621
230	1711.000931
231	1710.776352
232	1710.384625
233	1710.238431
234	1709.929318
235	1709.373836
236	1708.958138
237	1708.383658
238	1707.90893
239	1707.606683
240	1707.252195
241	1706.858761
242	1706.435236
243	1705.94719
244	1705.55907
245	1705.257088
246	1704.69866
247	1704.600167
248	1704.425059
249	1704.021518
250	1703.445415
251	1703.045427
252	1702.468446
253	1701.805262
254	1701.573569
255	1701.380113
256	1701.096859
257	1700.855485
258	1700.261857
259	1699.910024
260	1699.714749
261	1699.162543
262	1698.820629
263	1698.117509
264	1697.770282
265	1697.387306
266	1697.140812
267	1696.943281
268	1696.449991
269	1696.153493
270	1695.739177
271	1695.574589
272	1695.442568
273	1695.173331
274	1694.8674
275	1694.595977
276	1694.250425
277	1693.930409
278	1693.496757
279	1693.261473
280	1692.923385
281	1692.460827
282	1692.158995
283	1691.763929
284	1691.379056
285	1691.077216
286	1690.770489
287	1690.516823
288	1690.126861
289	1689.745743
290	1689.568766
291	1689.363091
292	1689.24137
293	1688.896781
294	1688.805025
295	1688.648907
296	1688.471515
297	1688.038135
298	1687.733189
299	1687.384278
300	1686.764284
301	1686.483394
302	1686.226395
303	1685.867316
304	1685.61169
305	1685.32964
306	1685.073503
307	1684.778907
308	1684.476964
309	1684.183136
310	1683.923797
311	1683.499645
312	1683.054366
313	1682.628683
314	1682.352414
315	1682.221171
316	1681.693997
317	1681.216462
318	1680.782807
319	1680.483797
320	1680.146591
321	1679.649114
322	1679.544186
323	1679.308945
324	1679.079978
325	1678.809356
326	1678.359875
327	1677.987285
328	1677.764445
329	1677.557262
330	1677.451717
331	1677.150298
332	1676.859268
333	1676.664055
334	1676.586265
335	1676.349202
336	1675.819543
337	1675.470307
338	1675.059918
339	1674.767359
340	1674.368344
341	1674.102544
342	1674.019694
343	1673.760427
344	1673.561549
345	1673.458135
346	1673.21478
347	1672.89833
348	1672.309602
349	1672.003545
350	1671.580776
351	1671.412474
352	1671.206962
353	1671.183956
354	1670.892091
355	1670.728982
356	1670.660587
357	1670.322785
358	1670.039107
359	1669.903222
360	1669.606756
361	1669.370729
362	1669.133974
363	1668.596943
364	1668.523247
365	1668.332635
366	1668.310672
367	1668.097037
368	1667.93913
369	1667.690289
370	1667.297536
371	1666.618213
372	1666.41435
373	1666.190092
374	1665.840626
375	1665.719194
376	1665.552694
377	1665.426963
378	1665.333939
379	1665.287346
380	1665.107335
381	1664.822949
382	1664.742341
383	1664.4104
384	1663.984011
385	1663.693458
386	1663.579931
387	1663.260265
388	1662.919824
389	1662.731727
390	1662.521424
391	1662.420826
392	1662.263307
393	1662.132326
394	1662.002979
395	1661.861014
396	1661.76142
397	1661.602273
398	1661.446402
399	1661.290267
400	1661.210035
401	1660.855967
402	1660.680213
403	1660.521447
404	1660.229454
405	1659.904501
406	1659.736118
407	1659.559812
408	1659.433618
409	1659.222174
410	1658.877076
411	1658.600009
412	1658.414812
413	1658.158121
414	1657.855268
415	1657.641023
416	1657.396128
417	1657.237253
418	1656.728485
419	1656.435707
420	1656.36099
421	1656.127701
422	1655.94804
423	1655.724174
424	1655.499627
425	1655.323973
426	1655.057579
427	1654.863496
428	1654.600838
429	1654.348839
430	1654.230114
431	1654.021642
432	1653.935575
433	1653.781077
434	1653.705621
435	1653.530374
436	1653.277585
437	1653.06759
438	1652.888273
439	1652.732637
440	1652.472432
441	1652.359229
442	1652.114138
443	1651.909939
444	1651.777862
445	1651.636936
446	1651.250275
447	1651.115881
448	1650.943342
449	1650.72678
450	1650.632177
451	1650.445912
452	1650.35047
453	1650.181123
454	1650.063796
455	1649.822403
456	1649.583478
457	1649.343585
458	1649.138935
459	1649.019128
460	1648.619066
461	1648.29198
462	1648.169107
463	1648.081275
464	1647.871087
465	1647.709959
466	1647.540764
467	1647.318577
468	1647.185743
469	1647.033356
470	1646.754835
471	1646.474222
472	1646.340678
473	1646.195498
474	1646.106029
475	1645.740481
476	1645.602312
477	1645.523027
478	1645.285412
479	1645.169401
480	1644.999816
481	1644.771169
482	1644.592088
483	1644.23212
484	1644.097861
485	1643.783612
486	1643.489583
487	1643.197417
488	1643.039471
489	1642.954111
490	1642.693299
491	1642.390708
492	1642.023513
493	1641.917159
494	1641.86507
495	1641.731543
496	1641.592812
497	1641.340654
498	1641.219107
499	1641.167656
500	1641.070116
501	1640.957976
502	1640.803538
503	1640.394379
504	1640.272853
505	1640.164178
506	1639.78175
507	1639.64743
508	1639.594014
509	1639.588509
510	1639.506307
511	1639.299819
512	1639.138381
513	1639.015627
514	1638.821034
515	1638.749085
516	1638.647442
517	1638.371887
518	1638.315584
519	1638.071605
520	1637.555637
521	1637.291634
522	1637.234022
523	1637.143562
524	1636.575715
525	1636.406573
526	1636.284205
527	1635.946086
528	1635.830536
529	1635.617832
530	1635.3421
531	1635.059433
532	1634.756627
533	1634.589691
534	1634.48835
535	1634.18988
536	1634.09797
537	1633.773683
538	1633.498006
539	1633.248621
540	1633.185426
541	1633.050154
542	1632.964447
543	1632.833874
544	1632.718527
545	1632.394881
546	1632.198895
547	1632.133939
548	1631.85756
549	1631.66343
550	1631.528527
551	1631.397575
552	1631.283604
553	1631.145712
554	1630.948309
555	1630.537912
556	1630.439586
557	1630.375994
558	1630.182107
559	1630.006842
560	1629.945771
561	1629.569263
562	1629.351254
563	1629.022931
564	1628.888923
565	1628.678183
566	1628.540531
567	1628.483622
568	1628.425378
569	1628.353104
570	1628.067584
571	1627.816182
572	1627.702129
573	1627.525172
574	1627.418935
575	1627.288013
576	1627.107501
577	1626.845072
578	1626.836652
579	1626.791097
580	1626.759461
581	1626.526538
582	1626.393613
583	1626.246015
584	1626.148399
585	1626.022435
586	1625.810652
587	1625.673737
588	1625.590044
589	1625.401904
590	1625.357232
591	1625.161012
592	1624.930479
593	1624.845382
594	1624.721782
595	1624.53452
596	1624.214314
597	1624.019381
598	1623.818294
599	1623.750448
600	1623.591203
601	1623.466854
602	1623.237107
603	1623.065568
604	1622.958068
605	1622.774788
606	1622.609846
607	1622.491904
608	1622.280771
609	1622.226997
610	1621.992982
611	1621.84885
612	1621.722157
613	1621.580173
614	1621.458721
615	1621.280874
616	1621.188907
617	1621.022464
618	1620.827569
619	1620.710317
620	1620.560851
621	1620.399487
622	1620.175913
623	1620.144833
624	1620.075397
625	1619.972521
626	1619.900289
627	1619.826168
628	1619.823843
629	1619.591469
630	1619.327647
631	1619.240544
632	1619.088216
633	1618.955679
634	1618.848012
635	1618.671796
636	1618.59387
637	1618.428352
638	1618.217813
639	1618.15326
640	1618.062183
641	1617.887325
642	1617.83595
643	1617.81705
644	1617.743131
645	1617.727597
646	1617.699097
647	1617.552421
648	1617.47696
649	1617.265567
650	1617.13185
651	1616.971515
652	1616.963852
653	1616.86032
654	1616.786306
655	1616.695631
656	1616.561593
657	1616.376342
658	1616.27337
659	1616.209739
660	1616.087648
661	1615.915136
662	1615.888412
663	1615.818915
664	1615.679948
665	1615.509036
666	1615.441881
667	1615.305705
668	1615.18558
669	1615.030347
670	1614.813592
671	1614.658752
672	1614.433469
673	1614.046371
674	1613.955714
675	1613.767382
676	1613.708993
677	1613.61709
678	1613.565035
679	1613.398691
680	1613.251849
681	1613.120337
682	1612.971747
683	1612.785954
684	1612.722703
685	1612.631871
686	1612.546976
687	1612.424009
688	1612.229264
689	1612.070434
690	1611.890685
691	1611.862207
692	1611.850767
693	1611.809813
694	1611.677183
695	1611.622796
696	1611.528428
697	1611.309925
698	1611.264644
699	1611.069942
700	1611.056606
701	1610.864692
702	1610.819325
703	1610.779833
704	1610.436289
705	1610.102473
706	1610.004428
707	1609.76604
708	1609.630764
709	1609.505584
710	1609.3988
711	1609.272323
712	1609.233056
713	1609.156191
714	1609.032937
715	1608.882316
716	1608.788713
717	1608.72967
718	1608.651369
719	1608.531378
720	1608.382758
721	1608.378699
722	1608.281911
723	1608.242976
724	1608.134156
725	1608.059103
726	1607.993175
727	1607.901262
728	1607.799755
729	1607.739705
730	1607.60632
731	1607.430357
732	1607.40432
733	1607.341198
734	1607.173806
735	1607.060259
736	1607.026172
737	1606.916934
738	1606.856141
739	1606.735144
740	1606.66296
741	1606.614502
742	1606.538169
743	1606.404126
744	1606.302546
745	1606.212204
746	1605.986818
747	1605.934959
748	1605.858275
749	1605.839942
750	1605.623876
751	1605.450234
752	1605.419632
753	1605.288981
754	1605.153906
755	1605.028036
756	1605.012188
757	1604.849525
758	1604.816637
759	1604.748014
760	1604.653628
761	1604.511576
762	1604.494927
763	1604.403214
764	1604.228766
765	1604.139529
766	1603.887557
767	1603.748813
768	1603.609561
769	1603.56642
770	1603.478255
771	1603.453559
772	1603.270112
773	1603.225252
774	1603.106906
775	1603.040972
776	1602.781702
777	1602.721593
778	1602.589286
779	1602.56491
780	1602.412314
781	1602.368489
782	1602.298717
783	1602.292525
784	1602.224953
785	1602.156717
786	1602.049137
787	1602.015816
788	1601.966972
789	1601.953386
790	1601.716143
791	1601.506027
792	1601.356028
793	1601.163358
794	1601.031603
795	1600.931819
796	1600.767467
797	1600.709528
798	1600.674778
799	1600.542498
800	1600.402684
801	1600.296058
802	1600.247675
803	1600.083246
804	1599.969814
805	1599.853481
806	1599.704391
807	1599.641609
808	1599.441729
809	1599.335158
810	1599.109843
811	1599.05821
812	1599.040573
813	1599.019303
814	1598.907826
815	1598.869949
816	1598.7328
817	1598.687982
818	1598.594357
819	1598.563295
820	1598.52216
821	1598.378437
822	1598.194102
823	1597.993476
824	1597.826434
825	1597.732529
826	1597.550848
827	1597.530728
828	1597.365528
829	1597.353622
830	1597.243687
831	1597.034102
832	1596.95295
833	1596.910609
834	1596.747869
835	1596.514496
836	1596.35799
837	1596.265378
838	1596.145809
839	1596.132882
840	1596.043392
841	1595.950665
842	1595.860669
843	1595.849158
844	1595.796361
845	1595.733742
846	1595.674262
847	1595.537656
848	1595.412772
849	1595.370719
850	1595.249213
851	1595.099794
852	1594.979618
853	1594.86051
854	1594.850754
855	1594.838008
856	1594.763665
857	1594.725481
858	1594.653003
859	1594.641963
860	1594.603553
861	1594.535314
862	1594.391474
863	1594.372233
864	1594.260141
865	1594.218215
866	1594.169815
867	1593.95192
868	1593.888301
869	1593.716514
870	1593.713962
871	1593.694127
872	1593.627274
873	1593.558045
874	1593.464076
875	1593.346396
876	1593.289483
877	1593.239889
878	1593.094935
879	1593.013516
880	1592.980937
881	1592.784683
882	1592.571452
883	1592.40605
884	1592.240478
885	1592.158362
886	1592.030408
887	1591.806757
888	1591.709138
889	1591.674607
890	1591.599313
891	1591.396604
892	1591.277325
893	1591.174204
894	1590.988943
895	1590.94402
896	1590.705849
897	1590.618065
898	1590.493826
899	1590.465754
900	1590.382464
901	1590.348203
902	1590.217585
903	1590.141351
904	1590.065251
905	1589.86956
906	1589.733146
907	1589.471503
908	1589.423688
909	1589.296511
910	1589.292425
911	1589.237556
912	1589.031246
913	1588.954424
914	1588.823407
915	1588.755023
916	1588.665199
917	1588.564234
918	1588.451993
919	1588.270952
920	1588.1517
921	1588.13591
922	1587.940158
923	1587.875515
924	1587.734497
925	1587.674669
926	1587.62371
927	1587.443617
928	1587.35338
929	1587.295167
930	1587.282628
931	1587.183866
932	1587.087054
933	1586.978154
934	1586.916204
935	1586.820876
936	1586.799455
937	1586.77241
938	1586.626774
939	1586.46253
940	1586.295671
941	1586.249197
942	1586.077273
943	1585.988259
944	1585.848378
945	1585.76083
946	1585.602808
947	1585.349628
948	1585.32139
949	1585.203128
950	1585.118371
951	1584.996634
952	1584.811504
953	1584.674252
954	1584.485066
955	1584.402881
956	1584.363076
957	1584.14868
958	1584.051565
959	1583.998391
960	1583.988009
961	1583.952092
962	1583.851758
963	1583.730758
964	1583.629351
965	1583.41357
966	1583.32735
967	1583.30197
968	1583.209778
969	1583.163141
970	1583.112642
971	1583.0239
972	1582.902762
973	1582.815931
974	1582.747991
975	1582.716436
976	1582.613241
977	1582.53725
978	1582.420229
979	1582.393863
980	1582.341839
981	1582.129034
982	1582.108659
983	1582.051438
984	1581.845693
985	1581.825024
986	1581.808765
987	1581.798855
988	1581.689362
989	1581.654538
990	1581.638273
991	1581.597463
992	1581.552448
993	1581.501888
994	1581.410871
995	1581.306
996	1581.203574
997	1581.118778
998	1581.082212
999	1581.01631
