iter	RMSE
308	18.52445968
309	18.50981662
310	18.49389314
311	18.47240866
312	18.46325521
313	18.46025452
314	18.44352058
315	18.4266336
316	18.41983066
317	18.40628456
318	18.38903363
319	18.37009508
320	18.35231517
321	18.33713011
322	18.32165623
323	18.30682304
324	18.29046345
325	18.27991245
326	18.26335769
327	18.24421939
328	18.23072256
329	18.22600163
330	18.20708044
331	18.19462196
332	18.17805312
333	18.15932842
334	18.1473244
335	18.13673813
336	18.12569778
337	18.11291151
338	18.10168483
339	18.09348626
340	18.07885528
341	18.06223554
342	18.04703645
343	18.03000079
344	18.01758226
345	18.00764411
346	18.00101674
347	17.99336036
348	17.97417504
349	17.96590853
350	17.95916874
351	17.94977382
352	17.94698771
353	17.93368735
354	17.91782733
355	17.90085041
356	17.88853034
357	17.88074528
358	17.86369856
359	17.84156124
360	17.82769342
361	17.81124646
362	17.79533802
363	17.78143606
364	17.76589898
365	17.75366282
366	17.75298882
367	17.74124024
368	17.73028907
369	17.71085405
370	17.70350408
371	17.68874997
372	17.67709825
373	17.6719106
374	17.65568416
375	17.63962346
376	17.62462081
377	17.61231225
378	17.60277973
379	17.5890264
380	17.58598636
381	17.56900544
382	17.55996187
383	17.54671763
384	17.54010079
385	17.52825039
386	17.51669446
387	17.50554312
388	17.49181022
389	17.48384914
390	17.47016946
391	17.461413
392	17.45524789
393	17.44880184
394	17.44312167
395	17.42702798
396	17.40918361
397	17.39630863
398	17.3846842
399	17.37090921
400	17.35446524
401	17.34017029
402	17.3270987
403	17.31650096
404	17.30610477
405	17.30161503
406	17.29528186
407	17.28248374
408	17.26747998
409	17.25885851
410	17.24874035
411	17.23287967
412	17.21860191
413	17.1993101
414	17.19864641
415	17.18129548
416	17.17120029
417	17.15917201
418	17.14731564
419	17.13487161
420	17.12298648
421	17.11338966
422	17.10470776
423	17.09792779
424	17.08550365
425	17.07167783
426	17.05908779
427	17.04775921
428	17.0326473
429	17.02182485
430	17.02127158
431	17.01566331
432	17.01168429
433	16.99890221
434	16.99612202
435	16.98804824
436	16.98445256
437	16.96969288
438	16.95425666
439	16.94240797
440	16.93072543
441	16.91844926
442	16.90622158
443	16.90000404
444	16.89006015
445	16.88962724
446	16.88228561
447	16.87038194
448	16.86002728
449	16.85059135
450	16.8389967
451	16.83167284
452	16.81978829
453	16.80531754
454	16.79978458
455	16.79490612
456	16.78558079
457	16.78032703
458	16.77373366
459	16.76923199
460	16.76860185
461	16.75912815
462	16.74629137
463	16.73755305
464	16.73087339
465	16.72470881
466	16.72018097
467	16.71147699
468	16.70087301
469	16.68905955
470	16.67763672
471	16.66647244
472	16.65972208
473	16.64693488
474	16.63691915
475	16.63423611
476	16.62956082
477	16.62560263
478	16.61339281
479	16.60608282
480	16.59108951
481	16.58221729
482	16.57062375
483	16.56025543
484	16.54924936
485	16.53822736
486	16.53172143
487	16.52676344
488	16.52179387
489	16.50656487
490	16.494943
491	16.48823543
492	16.48174179
493	16.47503288
494	16.46244553
495	16.44889412
496	16.44021513
497	16.42689249
498	16.41418839
499	16.41080078
500	16.40164454
501	16.39708031
502	16.38836176
503	16.38002118
504	16.36799791
505	16.35624246
506	16.34595478
507	16.33496551
508	16.32401937
509	16.31260294
510	16.30079105
511	16.29493917
512	16.29024591
513	16.28502765
514	16.26870292
515	16.26629422
516	16.2608403
517	16.25063761
518	16.2413966
519	16.23422775
520	16.22332476
521	16.21444064
522	16.20156414
523	16.19626325
524	16.19354022
525	16.19309781
526	16.19003597
527	16.18140623
528	16.17741816
529	16.16687876
530	16.16149126
531	16.15225265
532	16.14267514
533	16.12709086
534	16.11799071
535	16.10833126
536	16.10278913
537	16.09569915
538	16.092282
539	16.08485864
540	16.07999502
541	16.0738186
542	16.05985208
543	16.05488935
544	16.04853387
545	16.0403855
546	16.02801536
547	16.01447758
548	16.00676948
549	15.99751786
550	15.98430619
551	15.96990787
552	15.95751773
553	15.94734442
554	15.93698823
555	15.92153941
556	15.91348875
557	15.90547756
558	15.89536624
559	15.88762384
560	15.87777374
561	15.87013114
562	15.86184662
563	15.84624844
564	15.83696564
565	15.82836089
566	15.82066177
567	15.81565934
568	15.81100589
569	15.80458459
570	15.79318137
571	15.78769453
572	15.78126668
573	15.77509352
574	15.76832312
575	15.75992275
576	15.75677221
577	15.75192419
578	15.74735421
579	15.73904838
580	15.73496968
581	15.72743937
582	15.71369131
583	15.70333339
584	15.69553159
585	15.68630232
586	15.6809623
587	15.67774208
588	15.67150652
589	15.66081948
590	15.65469679
591	15.65149269
592	15.65112934
593	15.64635173
594	15.64003475
595	15.6314531
596	15.62781093
597	15.62266961
598	15.61404808
599	15.60806581
600	15.60248577
601	15.60188048
602	15.59059007
603	15.58975695
604	15.58044262
605	15.57342296
606	15.57314199
607	15.56889422
608	15.56205078
609	15.55649559
610	15.54787277
611	15.53937516
612	15.53671631
613	15.52828392
614	15.51834934
615	15.51003603
616	15.50149233
617	15.4888642
618	15.48164812
619	15.46679754
620	15.4538195
621	15.4455945
622	15.43987457
623	15.43110675
624	15.4236769
625	15.41892486
626	15.4085077
627	15.40230988
628	15.40196818
629	15.39160674
630	15.38334897
631	15.37978256
632	15.3778
633	15.37121557
634	15.363918
635	15.36135046
636	15.35261723
637	15.34237881
638	15.33295213
639	15.32494269
640	15.31476611
641	15.31189189
642	15.2984777
643	15.29408186
644	15.28884807
645	15.27796466
646	15.27417324
647	15.26255428
648	15.25479018
649	15.24620608
650	15.23725448
651	15.23058725
652	15.2294546
653	15.22443939
654	15.22307926
655	15.21496928
656	15.20245761
657	15.20220148
658	15.19298362
659	15.18849781
660	15.18403605
661	15.17560245
662	15.1674113
663	15.16667614
664	15.15952797
665	15.15291101
666	15.15034392
667	15.13398658
668	15.12512328
669	15.11769264
670	15.11521227
671	15.10626195
672	15.10303351
673	15.10124617
674	15.09691394
675	15.09460044
676	15.0889459
677	15.0865966
678	15.07594351
679	15.07072276
680	15.05930611
681	15.05268082
682	15.04618408
683	15.04457523
684	15.0393494
685	15.02719898
686	15.02318317
687	15.01816455
688	15.00632864
689	14.99991252
690	14.99190041
691	14.98184977
692	14.98048799
693	14.97362826
694	14.96727069
695	14.95692268
696	14.94623328
697	14.94233276
698	14.93645269
699	14.92890245
700	14.9234832
701	14.92017649
702	14.91348057
703	14.90969596
704	14.90944126
705	14.90880969
706	14.90763021
707	14.89931289
708	14.89168726
709	14.89160612
710	14.88465961
711	14.87959894
712	14.87175698
713	14.8713334
714	14.86551033
715	14.86542894
716	14.86521326
717	14.86461551
718	14.85871435
719	14.85183687
720	14.84007986
721	14.83984363
722	14.83366066
723	14.82503263
724	14.81775017
725	14.81421928
726	14.80692362
727	14.80072592
728	14.79763696
729	14.78960691
730	14.7893941
731	14.78077604
732	14.76944805
733	14.76852621
734	14.76100241
735	14.75797558
736	14.75042415
737	14.7373672
738	14.7355156
739	14.72981929
740	14.7295044
741	14.72428409
742	14.72351328
743	14.71386785
744	14.70759338
745	14.69889805
746	14.69461821
747	14.69255376
748	14.68934158
749	14.68910526
750	14.6817546
751	14.68031482
752	14.68012249
753	14.67071085
754	14.66452011
755	14.65744472
756	14.64973432
757	14.64539475
758	14.63671497
759	14.63609762
760	14.63479491
761	14.62972556
762	14.627182
763	14.61634203
764	14.61010284
765	14.60443052
766	14.59710207
767	14.58731822
768	14.5821279
769	14.58110984
770	14.57654558
771	14.5696115
772	14.55953937
773	14.55653194
774	14.5487733
775	14.54180643
776	14.53861721
777	14.53841106
778	14.5285903
779	14.526587
780	14.52615219
781	14.51980767
782	14.51861031
783	14.51201082
784	14.50710672
785	14.50012489
786	14.49503533
787	14.48671911
788	14.48644103
789	14.48129946
790	14.47969345
791	14.47455091
792	14.47130173
793	14.46492128
794	14.45734693
795	14.44818557
796	14.43999496
797	14.43477141
798	14.42896461
799	14.42255796
800	14.42029128
801	14.41300258
802	14.40563299
803	14.40339788
804	14.40044447
805	14.39334037
806	14.38777308
807	14.3761226
808	14.3665681
809	14.35696523
810	14.34990005
811	14.345682
812	14.33612663
813	14.33561894
814	14.33070561
815	14.33054088
816	14.32381207
817	14.3166989
818	14.31026054
819	14.30007546
820	14.29601341
821	14.28701074
822	14.28226528
823	14.27713187
824	14.27659362
825	14.27323866
826	14.26663412
827	14.26264288
828	14.25782081
829	14.2518134
830	14.24731701
831	14.23739906
832	14.23326239
833	14.22689426
834	14.22191927
835	14.21050979
836	14.20418303
837	14.19678084
838	14.19213499
839	14.18899547
840	14.18527594
841	14.18513631
842	14.18350643
843	14.17832972
844	14.17342854
845	14.16703834
846	14.16144895
847	14.15493855
848	14.14763383
849	14.1387347
850	14.12891035
851	14.12382706
852	14.11766803
853	14.11447052
854	14.113332
855	14.10194658
856	14.0904314
857	14.0864109
858	14.0814312
859	14.0774718
860	14.07731697
861	14.07009093
862	14.06256806
863	14.05756153
864	14.050116
865	14.04861036
866	14.04518583
867	14.04235115
868	14.03336661
869	14.02536304
870	14.0192249
871	14.01460703
872	14.00853285
873	14.00671098
874	13.99536394
875	13.98543484
876	13.98263498
877	13.97907954
878	13.96925134
879	13.96172495
880	13.9613713
881	13.95749012
882	13.95239522
883	13.9465987
884	13.94422821
885	13.93639834
886	13.92756257
887	13.91808352
888	13.91069766
889	13.90958652
890	13.908181
891	13.90436802
892	13.89661734
893	13.89013888
894	13.88623495
895	13.8790314
896	13.87251683
897	13.86233541
898	13.86212968
899	13.85610394
900	13.8559575
901	13.85082882
902	13.84612891
903	13.84534688
904	13.8451795
905	13.83375823
906	13.82756471
907	13.82386707
908	13.81924873
909	13.81563354
910	13.81050792
911	13.80514798
912	13.80314553
913	13.79893122
914	13.79426425
915	13.78984628
916	13.78616423
917	13.78397686
918	13.7789201
919	13.77127246
920	13.76443853
921	13.76139094
922	13.75655179
923	13.75268883
924	13.74806663
925	13.73862418
926	13.73271885
927	13.72882515
928	13.72711453
929	13.72696994
930	13.71900748
931	13.71125495
932	13.70752227
933	13.70072819
934	13.69658465
935	13.69014855
936	13.68229727
937	13.68216138
938	13.67293831
939	13.67179883
940	13.67065503
941	13.66705981
942	13.66184413
943	13.65621553
944	13.64755793
945	13.64739612
946	13.64147142
947	13.63924955
948	13.63552098
949	13.62941325
950	13.62597217
951	13.61900965
952	13.61438499
953	13.61135077
954	13.60649715
955	13.59843964
956	13.59295369
957	13.5879968
958	13.58273828
959	13.57602606
960	13.57374977
961	13.56730635
962	13.56483366
963	13.56060969
964	13.55546788
965	13.55050464
966	13.5399025
967	13.53363872
968	13.53156311
969	13.51925885
970	13.5157585
971	13.50929852
972	13.50699609
973	13.50274196
974	13.49718691
975	13.48816194
976	13.4796632
977	13.47320735
978	13.46746175
979	13.46255802
980	13.46228472
981	13.45275279
982	13.44573034
983	13.44555678
984	13.43645805
985	13.43082667
986	13.42345306
987	13.41845787
988	13.41519083
989	13.40905954
990	13.40846564
991	13.40830999
992	13.40094055
993	13.39645458
994	13.3866047
995	13.38166027
996	13.37686885
997	13.37440507
998	13.37090263
999	13.36602645
