iter	Logloss
600	0.2917634706
601	0.2916145391
602	0.2914017917
603	0.2912331552
604	0.2910966369
605	0.2909840507
606	0.2909044947
607	0.2907050752
608	0.2905225942
609	0.2904230243
610	0.2902784295
611	0.2901619188
612	0.2899963617
613	0.2898164675
614	0.2897008858
615	0.2896027781
616	0.2894706581
617	0.2892078698
618	0.2890410551
619	0.2887826919
620	0.2886741789
621	0.2886003906
622	0.2883846383
623	0.2881815516
624	0.2879016513
625	0.2876678951
626	0.2873177637
627	0.2872216
628	0.286786761
629	0.2867098984
630	0.2865103681
631	0.2862556402
632	0.2861800608
633	0.2860173286
634	0.2857310371
635	0.2856580903
636	0.2855668981
637	0.2854258637
638	0.2852740931
639	0.2849616196
640	0.2847702653
641	0.2846266467
642	0.284541235
643	0.2843544961
644	0.2842569692
645	0.2841264639
646	0.2838114673
647	0.2837102835
648	0.2835133661
649	0.2833316654
650	0.2830826797
651	0.2829547903
652	0.2827297414
653	0.282531489
654	0.2824434157
655	0.2822655715
656	0.2821442822
657	0.2819176761
658	0.2817459699
659	0.2816197956
660	0.2814187374
661	0.2811840942
662	0.2809661674
663	0.2807980901
664	0.2803378459
665	0.2801347347
666	0.2799105747
667	0.2797215173
668	0.2795325
669	0.279340713
670	0.2791360586
671	0.2789387461
672	0.2787461841
673	0.2785983764
674	0.2784466695
675	0.2782717861
676	0.2781402036
677	0.2779261084
678	0.2777582838
679	0.2775795701
680	0.277365526
681	0.2772731662
682	0.2771110319
683	0.2769875553
684	0.2767743268
685	0.2766245524
686	0.276531836
687	0.2763642387
688	0.2761991938
689	0.276076503
690	0.2757931331
691	0.2755693066
692	0.2754312772
693	0.2752283823
694	0.2750752055
695	0.2748751352
696	0.2747274355
697	0.2745028247
698	0.2743228419
699	0.2742457301
700	0.274177083
701	0.2740176662
702	0.2738904697
703	0.2737950612
704	0.273439218
705	0.2729292886
706	0.2725924297
707	0.2724743596
708	0.2723187101
709	0.2720999184
710	0.2719288967
711	0.2718185422
712	0.2717326319
713	0.2715646162
714	0.2714013271
715	0.2713193423
716	0.2711487288
717	0.2708981454
718	0.2706303551
719	0.2704407848
720	0.2703177432
721	0.2701814251
722	0.2699975126
723	0.2699008896
724	0.2697506712
725	0.2695788222
726	0.2694725113
727	0.2693236152
728	0.2690698625
729	0.2689842618
730	0.2688256382
731	0.2686362413
732	0.2685301528
733	0.2683406408
734	0.2681904678
735	0.268047923
736	0.2679787385
737	0.2677926487
738	0.2676967012
739	0.2674234227
740	0.2673428205
741	0.2672724501
742	0.2671082662
743	0.2669923738
744	0.2668528066
745	0.2666959235
746	0.2663450838
747	0.2662657816
748	0.2661083527
749	0.2660098606
750	0.2658736822
751	0.2657394151
752	0.2655537433
753	0.2653740729
754	0.2652369277
755	0.2649952869
756	0.2648672896
757	0.2648137404
758	0.2646365468
759	0.264497113
760	0.2643230359
761	0.2640744862
762	0.263873478
763	0.2637195245
764	0.2636073056
765	0.2635466946
766	0.2633953013
767	0.2631794107
768	0.2630715095
769	0.2629801643
770	0.2628181361
771	0.2626338077
772	0.2624601401
773	0.2623958876
774	0.262280757
775	0.2620413521
776	0.2617255446
777	0.2616648655
778	0.2615605472
779	0.2614046504
780	0.2613381763
781	0.2612109173
782	0.2608444229
783	0.260648577
784	0.2605428898
785	0.2603728444
786	0.2601735443
787	0.2601012902
788	0.2600421235
789	0.2599265686
790	0.2597482448
791	0.259619443
792	0.2594745171
793	0.259342823
794	0.2591775258
795	0.2590307983
796	0.2588505343
797	0.25869086
798	0.2585559444
799	0.2582963392
800	0.2581090387
801	0.2579583575
802	0.2578539394
803	0.2577196324
804	0.2575362647
805	0.2574218918
806	0.257280985
807	0.2570789582
808	0.2569173999
809	0.2567515212
810	0.2566400775
811	0.2565084461
812	0.2563401192
813	0.2561976036
814	0.2559119284
815	0.2556974506
816	0.2555644162
817	0.2554349665
818	0.2553508024
819	0.255248993
820	0.2551285318
821	0.2550541898
822	0.2548874708
823	0.2547418326
824	0.2545792865
825	0.2544720336
826	0.2542940088
827	0.2541243563
828	0.2539876634
829	0.2538284743
830	0.2536957567
831	0.2535602644
832	0.2534224818
833	0.2532687014
834	0.2531980462
835	0.2531041657
836	0.2530217348
837	0.2528868549
838	0.2527377513
839	0.2526288468
840	0.252471859
841	0.2523188978
842	0.2522091779
843	0.2520386038
844	0.2519218756
845	0.2517706398
846	0.2516647742
847	0.2511609616
848	0.2510685679
849	0.250789392
850	0.2506528075
851	0.2504566079
852	0.2502960328
853	0.2501776177
854	0.2500317147
855	0.249832445
856	0.2497022123
857	0.249521152
858	0.2493790363
859	0.2493107294
860	0.2491518385
861	0.2490471011
862	0.2488196128
863	0.2485788104
864	0.2484322336
865	0.2482791415
866	0.2481455588
867	0.2480165305
868	0.2479125282
869	0.2477936247
870	0.2476353214
871	0.2475487699
872	0.2474564692
873	0.247367299
874	0.2471985737
875	0.2470048157
876	0.2468876129
877	0.2467313348
878	0.2466205434
879	0.2464549059
880	0.246243074
881	0.2461726235
882	0.2460383958
883	0.2458949442
884	0.245753083
885	0.2456868047
886	0.2455936553
887	0.2454915951
888	0.2453807254
889	0.2452978031
890	0.2449599267
891	0.2448381966
892	0.2447576048
893	0.2446834664
894	0.2445118602
895	0.2444381231
896	0.2443073555
897	0.2441951292
898	0.2440878238
899	0.2439862944
900	0.2438093794
901	0.2436322048
902	0.243519191
903	0.2434450506
904	0.2433408058
905	0.2431906464
906	0.2430559084
907	0.2430008638
908	0.242920426
909	0.2427662172
910	0.2426148877
911	0.2425537691
912	0.2424484561
913	0.242312094
914	0.2421236781
915	0.2419986438
916	0.2418113756
917	0.2417230921
918	0.2416200443
919	0.2415429174
920	0.2413966866
921	0.2413440913
922	0.2412661668
923	0.2411453895
924	0.2409682138
925	0.2408803445
926	0.2407814979
927	0.2405278284
928	0.2403203594
929	0.2401875079
930	0.2399553279
931	0.2398536359
932	0.2396931073
933	0.2396283088
934	0.2395127045
935	0.2393567309
936	0.2392636741
937	0.2391234207
938	0.2389578183
939	0.2388248147
940	0.2386551944
941	0.2385627421
942	0.2383390654
943	0.2382583267
944	0.2381515541
945	0.2380642271
946	0.2379217735
947	0.2378539362
948	0.2377754229
949	0.2376313542
950	0.2375860061
951	0.2374900158
952	0.237393187
953	0.2372425239
954	0.2371280825
955	0.2370223178
956	0.2369030032
957	0.2368105948
958	0.2367269937
959	0.2365597933
960	0.2364335831
961	0.2363575406
962	0.2362859698
963	0.2361165015
964	0.2360061043
965	0.2358849817
966	0.2357531213
967	0.2356154779
968	0.2355165382
969	0.2354563141
970	0.2353756371
971	0.2352882481
972	0.2352333124
973	0.2350448875
974	0.2349566445
975	0.2348538012
976	0.234777446
977	0.2346631873
978	0.2343677443
979	0.2341483955
980	0.2340193186
981	0.2338967657
982	0.2338494802
983	0.2337264525
984	0.2336083177
985	0.2334348749
986	0.2332953171
987	0.2331322957
988	0.2330024114
989	0.2328730431
990	0.2327416389
991	0.2326499444
992	0.2325909788
993	0.2325388894
994	0.2324572043
995	0.2323968757
996	0.2323520044
997	0.2322005443
998	0.2317808514
999	0.231686828
